,imdb_score,director_name,movie_title
1534,6.2,John Luessenhop,Takers
406,6.2,Roger Allers,Open Season
401,6.2,Brett Ratner,Tower Heist
137,6.2,Steve Hickner,Bee Movie
1994,6.2,Jonathan English,Ironclad
2090,6.2,Blake Edwards,Darling Lili
3723,6.2,Richard Wallace,Tycoon
377,6.2,Phillip Noyce,The Saint
3152,6.2,John Waters,Cecil B. DeMented
941,6.2,Alex Proyas,Knowing
2719,6.2,Peter Cousens,Freedom
3674,6.2,Fred Walton,April Fool's Day
952,6.2,David Dobkin,Shanghai Knights
1759,6.2,Miguel Arteta,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
1583,6.2,Hugh Wilson,The First Wives Club
2358,6.2,George A. Romero,Land of the Dead
3851,6.2,Kevin Smith,Red State
1661,6.2,Scott Derrickson,Deliver Us from Evil
1532,6.2,Rupert Wainwright,Stigmata
3166,6.2,Ralph Fiennes,Coriolanus
3680,6.2,Don Coscarelli,The Beastmaster
3168,6.2,Mel Smith,High Heels and Low Lifes
843,6.2,Robert Schwentke,Flightplan
3572,6.2,Peter Cattaneo,Lucky Break
1763,6.2,McG,3 Days to Kill
2447,6.2,Jon M. Chu,Step Up 2: The Streets
673,6.2,Taylor Hackford,Proof of Life
2551,6.2,Vicente Amorim,Good
1828,6.2,David R. Ellis,Final Destination 2
2171,6.2,Peter Hewitt,Bill & Ted's Bogus Journey
4896,6.2,Daryl Wein,Breaking Upwards
2172,6.2,Barry Levinson,Man of the Year
4402,6.2,James David Pasternak,Certifiably Jonathan
687,6.2,Jay Roach,Austin Powers in Goldmember
3011,6.2,Mira Nair,The Perez Family
3248,6.2,Davis Guggenheim,Gracie
3013,6.2,Tim Blake Nelson,O
2306,6.2,David Anspaugh,The Game of Their Lives
4410,6.2,Rob Bowman,Airborne
3020,6.2,Giuliano Montaldo,Machine Gun McCain
2674,6.2,Peter Cattaneo,The Rocker
3493,6.2,Stephen Sommers,The Adventures of Huck Finn
1813,6.2,Norman Jewison,The Statement
1459,6.2,Allen Hughes,Broken City
3767,6.2,Analeine Cal y Mayor,Treading Water
1371,6.2,Irvin Kershner,Never Say Never Again
2700,6.2,Tony Jaa,Ong-bak 2
1446,6.2,Kevin Smith,Jersey Girl
2933,6.2,Ryan Murphy,Running with Scissors
2443,6.2,Rodrigo Cortés,Red Lights
1404,6.2,Mike Mitchell,Sky High
616,6.2,Bobby Farrelly,Osmosis Jones
1869,6.2,Tim Story,Ride Along
1426,6.2,Ethan Coen,The Ladykillers
3258,6.2,Marc Forby,Princess Kaiulani
6,6.2,Sam Raimi,Spider-Man 3
4327,6.2,Jeff Garlin,I Want Someone to Eat Cheese With
1417,6.2,Judd Apatow,This Is 40
3439,6.2,Tony Maylam,Split Second
2971,6.2,Mabel Cheung,A Tale of Three Cities
3460,6.2,Richard Shepard,Dom Hemingway
637,6.2,Jon Amiel,Entrapment
1859,6.2,Bill Condon,The Fifth Estate
3461,6.2,Gus Van Sant,Gerry
3436,6.2,Gurinder Chadha,Bride & Prejudice
596,6.2,Mike Nichols,Wolf
258,6.2,Noam Murro,300: Rise of an Empire
3431,6.2,Steve Miner,Warlock
1440,6.2,Alexandre Aja,Mirrors
4371,6.2,Jonathan Kesselman,The Hebrew Hammer
1442,6.2,Stephen Hopkins,Predator 2
1443,6.2,Gregory Hoblit,Untraceable
54,6.2,Steven Spielberg,Indiana Jones and the Kingdom of the Crystal Skull
2623,6.2,Andrew Fleming,The Craft
1464,6.2,Taylor Hackford,Parker
1337,6.2,David Mirkin,Heartbreakers
2895,6.2,Jesse Dylan,How High
1469,6.2,Robert Redford,Lions for Lambs
761,6.2,Rob Bowman,Reign of Fire
3533,6.2,Sammo Kam-Bo Hung,Mr. Nice Guy
766,6.2,Tony Gilroy,Duplicity
3535,6.2,Donald Petrie,Mystic Pizza
4468,6.2,Trey Parker,Orgazmo
1308,6.2,Iain Softley,Hackers
791,6.2,Akiva Goldsman,Winter's Tale
1299,6.2,Gary Fleder,Impostor
3806,6.2,Ivan Engler,Cargo
3571,6.2,Joey Lauren Adams,Come Early Morning
327,6.2,Jay Roach,The Campaign
4116,6.2,James Dodson,The Other End of the Line
2581,6.2,Andrés Muschietti,Mama
1633,6.2,Jon M. Chu,Step Up 3D
1289,6.2,Charles Shyer,Alfie
3090,6.2,Steve Oedekerk,Kung Pow: Enter the Fist
826,6.2,Kevin Bray,Walking Tall
1277,6.2,Harold Becker,City Hall
1274,6.2,Michael Caton-Jones,City by the Sea
3385,6.2,Mike Judge,Extract
752,6.2,Kenneth Branagh,Jack Ryan: Shadow Recruit
2317,6.2,Daniel Lee,Three Kingdoms: Resurrection of the Dragon
2438,6.2,Lance Hool,One Man's Hero
3039,6.2,Darren Lynn Bousman,Saw III
1804,6.2,Christian Alvart,Case 39
4217,6.2,Noah Buschel,The Missing Person
59,6.2,Brett Ratner,Rush Hour 3
4444,6.2,Russ Meyer,Beyond the Valley of the Dolls
2467,6.2,John Fortenberry,A Night at the Roxbury
4445,6.2,Robert D. Webb,Love Me Tender
2366,6.2,Robert Luketic,Legally Blonde
2682,6.2,Rodman Flender,Idle Hands
2239,6.2,Billy Ray,Secret in Their Eyes
2063,6.2,Andy Fickman,The Game Plan
1343,6.2,Stephen Herek,Rock Star
2648,6.2,Bryan Barber,Idlewild
1791,6.2,Sanaa Hamri,The Sisterhood of the Traveling Pants 2
4467,6.2,Khalid Mohamed,Fiza
2580,6.2,Thor Freudenthal,Diary of a Wimpy Kid
3057,6.2,George Miller,Mad Max Beyond Thunderdome
2251,6.1,Walter Hill,Undisputed
1591,6.1,Anne Fletcher,27 Dresses
248,6.1,Brad Peyton,San Andreas
3733,6.1,Stephen Herek,Dead Like Me: Life After Death
1610,6.1,Gary Winick,13 Going on 30
241,6.1,Cedric Nicolas-Troyan,The Huntsman: Winter's War
3267,6.1,Roland Suso Richter,The I Inside
1593,6.1,Stig Bergqvist,Rugrats in Paris: The Movie
1158,6.1,John Herzfeld,15 Minutes
2041,6.1,Wayne Wang,Anywhere But Here
3615,6.1,Hitoshi Matsumoto,R100
1567,6.1,John Francis Daley,Vacation
3256,6.1,Eric Lavaine,Barbecue
2703,6.1,Ryûhei Kitamura,The Midnight Meat Train
81,6.1,Rupert Sanders,Snow White and the Huntsman
76,6.1,Kevin Reynolds,Waterworld
3570,6.1,Wayne Wang,Snow Flower and the Secret Fan
1326,6.1,Andy Tennant,Sweet Home Alabama
3538,6.1,Rusty Cundieff,Tales from the Hood
4867,6.1,William Eubank,The Signal
1342,6.1,Michael Apted,Extreme Measures
1363,6.1,Christian Ditter,How to Be Single
2121,6.1,Joshua Michael Stern,Swing Vote
3403,6.1,Adrian Lyne,Flashdance
3406,6.1,Steven Soderbergh,Magic Mike
1375,6.1,F. Gary Gray,A Man Apart
1450,6.1,Susanna White,Nanny McPhee Returns
1449,6.1,Scott Mann,Heist
4898,6.1,John Waters,Pink Flamingos
24,6.1,Chris Weitz,The Golden Compass
3426,6.1,Michael Rymer,In Too Deep
4903,6.1,Tadeo Garcia,On the Downlow
11,6.1,Bryan Singer,Superman Returns
2375,6.1,Kirk Jones,My Big Fat Greek Wedding 2
1271,6.1,Penny Marshall,Renaissance Man
104,6.1,Jon Turteltaub,The Sorcerer's Apprentice
229,6.1,Lana Wachowski,Speed Racer
107,6.1,Chris Miller,Shrek the Third
3717,6.1,Kevin Spacey,Albino Alligator
4749,6.1,Allison Anders,Sugar Town
217,6.1,John Woo,Mission: Impossible II
1554,6.1,Steven Soderbergh,The Good German
2409,6.1,John Boorman,The Tailor of Panama
3310,6.1,Tom Gormican,That Awkward Moment
1209,6.1,Gore Verbinski,The Mexican
158,6.1,Ridley Scott,Exodus: Gods and Kings
3683,6.1,Bill Duke,Not Easily Broken
156,6.1,Dean Parisot,Fun with Dick and Jane
151,6.1,Barry Sonnenfeld,Men in Black II
148,6.1,Lee Tamahori,Die Another Day
1216,6.1,Peter Chelsom,Shall We Dance
1217,6.1,Joe Dante,Small Soldiers
2213,6.1,John Carpenter,Vampires
3659,6.1,John Erick Dowdle,"As Above, So Below"
2096,6.1,David Palmer,Hit and Run
2710,6.1,Gabe Ibáñez,Automata
1256,6.1,Seth MacFarlane,A Million Ways to Die in the West
111,6.1,Michael Bay,Pearl Harbor
2244,6.1,James Mather,Lockout
1614,6.1,Luis Mandoki,Message in a Bottle
1873,6.1,Andy Fickman,Parental Guidance
3255,6.1,Dario Argento,Two Evil Eyes
796,6.1,Iain Softley,Inkheart
1757,6.1,Ruben Fleischer,30 Minutes or Less
4489,6.1,John Hamburg,Safe Men
3092,6.1,Rob Schmidt,Wrong Turn
4477,6.1,Efram Potelle,The Battle of Shaker Heights
1772,6.1,David Gordon Green,Our Brand Is Crisis
4117,6.1,Stefan Ruzowitzky,Anatomy
795,6.1,Ron Howard,Edtv
748,6.1,Sam Fell,The Tale of Despereaux
786,6.1,Tom Shadyac,Dragonfly
777,6.1,Harold Becker,Mercury Rising
769,6.1,Jorge Blanco,Planet 51
768,6.1,Clark Johnson,The Sentinel
1777,6.1,Agustín Díaz Yanes,Captain Alatriste: The Spanish Musketeer
758,6.1,Griffin Dunne,Practical Magic
4494,6.1,Eric Nicholas,Alone with Her
4510,6.1,Charlie Levi,Childless
450,6.1,Adam Shankman,Bedtime Stories
3120,6.1,Marcus Dunstan,The Collection
4066,6.1,Leon Ford,Griff the Invisible
439,6.1,Mimi Leder,Deep Impact
2855,6.1,Paul Schrader,Cat People
2854,6.1,Michael Winterbottom,The Killer Inside Me
4025,6.1,Jason Eisener,Hobo with a Shotgun
426,6.1,Doug Liman,Jumper
1988,6.1,Ben Stassen,A Turtle's Tale: Sammy's Adventures
2286,6.1,Jonathan Glazer,Birth
3980,6.1,Ted Post,Beneath the Planet of the Apes
383,6.1,Alan J. Pakula,The Devil's Own
935,6.1,Sean Anders,Daddy's Home
1696,6.1,Peter Howitt,Antitrust
4609,6.1,Amy Holden Jones,Love Letters
3062,6.1,Leigh Whannell,Insidious: Chapter 3
747,6.1,Jon Avnet,Up Close & Personal
2002,6.1,Wes Craven,Scream 2
1893,6.1,Brett Ratner,Money Talks
4400,6.1,Kurt Voss,Down and Out with the Dolls
4285,6.1,J. Lee Thompson,Conquest of the Planet of the Apes
4376,6.1,Steve Miner,Friday the 13th Part 2
4295,6.1,Brad J. Silverman,Grace Unplugged
659,6.1,Jon Turteltaub,The Kid
1842,6.1,Bob Rafelson,Blood and Wine
2168,6.1,Neil LaBute,Lakeview Terrace
3052,6.1,Victor Salva,Jeepers Creepers
598,6.1,George Clooney,The Monuments Men
1856,6.1,Mick Jackson,The Bodyguard
1876,6.1,Andrzej Bartkowiak,Romeo Must Die
4334,6.1,Adam Carolla,Road Hard
619,6.1,Kerry Conran,Sky Captain and the World of Tomorrow
2961,6.1,Takashi Yamazaki,Space Battleship Yamato
674,6.1,Jon Favreau,Zathura: A Space Adventure
4272,6.1,Jonathan Wacks,Ed and His Dead Mother
1816,6.1,Mark Waters,Freaky Friday
692,6.1,Daniel Lee,Dragon Blade
4405,6.1,David Caffrey,Grand Theft Parsons
558,6.1,Zack Snyder,Sucker Punch
555,6.1,John Moore,Flight of the Phoenix
4238,6.1,Jonas Åkerlund,Small Apartments
4421,6.1,Panos Cosmatos,Beyond the Black Rainbow
2609,6.1,Clare Kilner,The Wedding Date
4426,6.1,Joel Anderson,Lake Mungo
548,6.1,Tarsem Singh,Immortals
4227,6.1,Colin Minihan,Grave Encounters
717,6.1,Marc Lawrence,Two Weeks Notice
3042,6.1,James DeMonaco,The Purge: Election Year
740,6.1,Todd Phillips,Starsky & Hutch
4184,6.1,Max Joseph,We Are Your Friends
1999,6.1,Walter Salles,On the Road
1954,6.1,Tobe Hooper,Lifeforce
957,6.1,Tommy Wirkola,Hansel & Gretel: Witch Hunters
989,6.1,Barbet Schroeder,Murder by Numbers
3185,6.1,Álex de la Iglesia,The Oxford Murders
2814,6.1,Mark Brown,Two Can Play That Game
4641,6.1,Alex Smith,The Slaughter Rule
2807,6.1,Kirk Wong,The Big Hit
3875,6.1,Karim Aïnouz,Futuro Beach
3873,6.1,,Sonny with a Chance
959,6.1,D.J. Caruso,I Am Number Four
1669,6.1,Antoine Fuqua,The Replacement Killers
2805,6.1,Preston A. Whitmore II,This Christmas
2801,6.1,Gene Quintano,Loaded Weapon 1
3213,6.1,Jared Hess,Gentlemen Broncos
2798,6.1,Steve Pink,About Last Night
313,6.1,Patrick Hughes,The Expendables 3
1048,6.1,Warren Beatty,Dick Tracy
1645,6.1,Tom Hanks,Larry Crowne
2792,6.1,Thomas Carter,Save the Last Dance
2194,6.1,John Schlesinger,Eye for an Eye
292,6.1,Chuck Russell,Eraser
4689,6.1,Tom Vaughan,What Happens in Vegas
4690,6.1,Paul Fox,The Dark Hours
3801,6.1,Nick Love,The Sweeney
2578,6.1,Howard Zieff,Private Benjamin
2030,6.1,Frank Coraci,The Waterboy
2260,6.1,Damon Santostefano,Three to Tango
1101,6.1,Peter Howitt,Johnny English
4699,6.1,Franck Khalfoun,Maniac
2037,6.1,Tony Goldwyn,Someone Like You...
4633,6.1,Joe Swanberg,Drinking Buddies
3203,6.1,Steve Carr,Next Friday
2651,6.1,Brian Koppelman,Knockaround Guys
2338,6.1,Josh Gordon,The Switch
3944,6.1,Eldar Rapaport,August
363,6.1,Timur Bekmambetov,Ben-Hur
2823,6.1,Andrew Fleming,Dick
3931,6.1,Amanda Gusack,The Betrayed
4613,6.1,Joe Camp,Benji
2828,6.1,Jez Butterworth,Birthday Girl
3918,6.1,Edward Burns,She's the One
1689,6.1,Andy Cadiff,Chasing Liberty
2262,6.0,Neil Jordan,We're No Angels
36,6.0,Michael Bay,Transformers: Revenge of the Fallen
4399,6.0,Steve Taylor,Blue Like Jazz
4009,6.0,Mira Nair,Kama Sutra: A Tale of Love
4626,6.0,Kurt Hale,The R.M.
412,6.0,Justin Lin,The Fast and the Furious: Tokyo Drift
301,6.0,Florian Henckel von Donnersmarck,The Tourist
1238,6.0,John McTiernan,Medicine Man
3842,6.0,Bob Odenkirk,Let's Go to Prison
4242,6.0,Harald Reinl,The Torture Chamber of Dr. Sadism
1379,6.0,Mikael Håfström,The Rite
4394,6.0,David Boyd,Home Run
553,6.0,David Pastor,Carriers
560,6.0,Barry Levinson,Sphere
1138,6.0,Betty Thomas,28 Days
240,6.0,John Woo,Windtalkers
580,6.0,Paul Tibbitt,The SpongeBob Movie: Sponge Out of Water
936,6.0,Rob Marshall,Into the Woods
1211,6.0,Nick Cassavetes,The Other Woman
4335,6.0,Ira Sachs,Forty Shades of Blue
1117,6.0,Stephen Sommers,Deep Rising
1118,6.0,Spike Lee,Miracle at St. Anna
2310,6.0,Jean-Marie Poiré,Les couloirs du temps: Les visiteurs II
2453,6.0,Matt Dillon,City of Ghosts
630,6.0,Kinka Usher,Mystery Men
1414,6.0,Nicholas Stoller,Neighbors 2: Sorority Rising
585,6.0,Clark Johnson,S.W.A.T.
3466,6.0,Stephen Milburn Anderson,Ca$h
658,6.0,John Woo,Broken Arrow
4693,6.0,Cassandra Nicolaou,Show Me
3472,6.0,Richard Rich,Alpha and Omega 4: The Legend of the Saw Toothed Cave
660,6.0,Oliver Stone,World Trade Center
2356,6.0,Andrew Douglas,The Amityville Horror
1136,6.0,Paul McGuigan,Victor Frankenstein
310,6.0,Brett Ratner,Hercules
838,6.0,Brad Silberling,Casper
552,6.0,Paul W.S. Anderson,Soldier
215,6.0,Ron Howard,How the Grinch Stole Christmas
2243,6.0,Mark Mylod,What's Your Number?
776,6.0,Jon Avnet,Righteous Kill
3892,6.0,Richard Raymond,Desert Dancer
1312,6.0,Sergey Bodrov,Nomad: The Warrior
1015,6.0,Tony Scott,Domino
4147,6.0,Jon Knautz,Jack Brooks: Monster Slayer
792,6.0,Harald Zwart,The Mortal Instruments: City of Bones
1009,6.0,Jim Sheridan,Dream House
1192,6.0,Etan Cohen,Get Hard
4527,6.0,Allison Burnett,Ask Me Anything
2540,6.0,Bruce Paltrow,Duets
344,6.0,John Lee Hancock,The Alamo
801,6.0,Pou-Soi Cheang,Xi you ji zhi: Sun Wukong san da Baigu Jing
493,6.0,Kevin Costner,The Postman
811,6.0,George Clooney,Leatherheads
844,6.0,Barry Levinson,Disclosure
3910,6.0,Michael Gornick,Creepshow 2
4086,6.0,Frank Sebastiano,Beer League
495,6.0,Breck Eisner,The Last Witch Hunter
1109,6.0,Harold Ramis,Multiplicity
4492,6.0,Craig Mazin,The Specials
529,6.0,Dennis Dugan,Grown Ups
1044,6.0,Olivier Megaton,Taken 3
863,6.0,William Friedkin,The Hunted
4440,6.0,Takao Okawara,Godzilla 2000
1359,6.0,Jennifer Flackett,Nim's Island
1041,6.0,Harold Ramis,Bedazzled
4221,6.0,Aaron Hann,Circle
168,6.0,Breck Eisner,Sahara
535,6.0,Bibo Bergeron,Shark Tale
4789,6.0,Jay Duplass,Baghead
4864,6.0,Jem Cohen,Counting
1257,6.0,Russell Mulcahy,The Shadow
497,6.0,Luc Besson,Arthur and the Invisibles
4630,6.0,Eric Schaeffer,Never Again
4544,6.0,Jamie Travis,"For a Good Time, Call..."
2473,6.0,Chris Robinson,ATL
982,6.0,Garry Marshall,Raising Helen
854,6.0,Mark Waters,Mr. Popper's Penguins
3876,6.0,Sam Levinson,Another Happy Day
1046,6.0,Ben Stiller,The Cable Guy
3783,6.0,Beto Gómez,Saving Private Perez
1480,6.0,Lexi Alexander,Punisher: War Zone
3206,6.0,Julian Gilbey,Plastic
2989,6.0,Kevin Greutert,Saw VI
3094,6.0,James Foley,The Corruptor
1473,6.0,Les Mayfield,American Outlaws
1923,6.0,Rupert Wyatt,The Gambler
2974,6.0,Dan Mazer,Dirty Grandpa
2892,6.0,John Erick Dowdle,Quarantine
3380,6.0,Tony Richardson,The Hotel New Hampshire
3083,6.0,Malcolm D. Lee,Roll Bounce
2048,6.0,Simon Wincer,Harley Davidson and the Marlboro Man
3382,6.0,Paul Gross,Men with Brooms
2951,6.0,Sidney Lumet,Critical Care
1707,6.0,Li Zhang,1911
2782,6.0,Kasi Lemmons,The Caveman's Valentine
1520,6.0,Mike Newell,Pushing Tin
2825,6.0,Craig Bolotin,Light It Up
1925,6.0,Tim Fywell,Ice Princess
2970,6.0,Jamie Thraves,The Cry of the Owl
3023,6.0,Karan Johar,Kabhi Alvida Naa Kehna
1468,6.0,Peter Yates,Krull
1606,6.0,Michael McCullers,Baby Mama
3356,6.0,Marc Schölermann,Pathology
3216,6.0,Anurag Basu,Kites
1866,6.0,Michael Pressman,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3263,6.0,André Téchiné,The Girl on the Train
2708,6.0,Juraj Jakubisko,Bathory: Countess of Blood
1864,6.0,John A. Davis,Jimmy Neutron: Boy Genius
1838,6.0,Michael Cristofer,Original Sin
3339,6.0,Mark L. Lester,Showdown in Little Tokyo
2572,6.0,Ivan Reitman,Twins
2748,6.0,Alan Cohn,Dead Man on Campus
2615,6.0,Nicholas Hytner,The Object of My Affection
2993,6.0,Brian De Palma,Raising Cain
3059,6.0,William Brent Bell,The Boy
1803,6.0,Richard Linklater,The Newton Boys
1820,6.0,Ivan Reitman,Kindergarten Cop
3294,6.0,Serdar Akar,Valley of the Wolves: Iraq
2641,6.0,Mark L. Lester,Firestarter
2704,6.0,Darrell Roodt,Winnie Mandela
1788,6.0,Callie Khouri,Divine Secrets of the Ya-Ya Sisterhood
3427,6.0,Rob Zombie,House of 1000 Corpses
2115,6.0,Tyler Perry,For Colored Girls
1522,6.0,Neil Marshall,Doomsday
1734,5.9,Igor Kovalyov,The Rugrats Movie
2483,5.9,Donald Petrie,My Life in Ruins
1098,5.9,Frank Oz,The Indian in the Cupboard
1609,5.9,Steven Brill,Without a Paddle
3578,5.9,Jake Goldberger,Don McKay
509,5.9,John Singleton,2 Fast 2 Furious
2218,5.9,Garry Marshall,Georgia Rule
511,5.9,Oliver Hirschbiegel,The Invasion
1275,5.9,Irwin Winkler,At First Sight
1102,5.9,John A. Davis,The Ant Bully
28,5.9,Peter Berg,Battleship
1293,5.9,Paul Weitz,Cirque du Freak: The Vampire's Assistant
2898,5.9,Dan Cutforth,Katy Perry: Part of Me
2173,5.9,Gary Nelson,The Black Hole
3096,5.9,Robert Ben Garant,Reno 911!: Miami
3796,5.9,Peter DeLuise,R.L. Stine's Monsterville: The Cabinet of Souls
4083,5.9,Joseph Zito,Friday the 13th: The Final Chapter
1280,5.9,Barbet Schroeder,Kiss of Death
856,5.9,Jimmy Hayward,Free Birds
3099,5.9,Tuck Tucker,Hey Arnold! The Movie
697,5.9,Demian Lichtenstein,3000 Miles to Graceland
2707,5.9,Jake Paltrow,The Good Night
3362,5.9,John Herzfeld,The Death and Life of Bobby Z
3793,5.9,Agnieszka Wojtowicz-Vosloo,After.Life
1286,5.9,John Carpenter,Memoirs of an Invisible Man
2514,5.9,Jonathan Liebesman,The Texas Chainsaw Massacre: The Beginning
3768,5.9,Tom Kalin,Savage Grace
3686,5.9,Mamoru Hosoda,Digimon: The Movie
823,5.9,John Madden,Captain Corelli's Mandolin
3044,5.9,Darren Lynn Bousman,Saw IV
3277,5.9,Roger Vadim,Barbarella
4133,5.9,Mario Van Peebles,Redemption Road
1228,5.9,Ivan Reitman,Legal Eagles
2216,5.9,Howard Deutch,My Best Friend's Girl
478,5.9,Martin Campbell,The Legend of Zorro
1224,5.9,Cal Brunker,Escape from Planet Earth
4140,5.9,Michael Landon Jr.,The Last Sin Eater
4141,5.9,Jon Gunn,Do You Believe?
2800,5.9,Ed Decter,The New Guy
1551,5.9,Don Scardino,The Incredible Burt Wonderstone
4665,5.9,Matty Rich,Straight Out of Brooklyn
3673,5.9,Dwight H. Little,Halloween 4: The Return of Michael Myers
3050,5.9,Takashi Shimizu,The Grudge
1546,5.9,Peter Howitt,Laws of Attraction
481,5.9,Terry Gilliam,The Brothers Grimm
754,5.9,Babak Najafi,London Has Fallen
775,5.9,Harold Ramis,Analyze That
174,5.9,George Miller,Happy Feet 2
1541,5.9,Steven Spielberg,1941
2161,5.9,Mennan Yapo,Premonition
1206,5.9,Bobby Farrelly,Shallow Hal
3079,5.9,Olatunde Osunsanmi,The Fourth Kind
2566,5.9,Leonard Nimoy,3 Men and a Baby
705,5.9,Walt Becker,Wild Hogs
2416,5.9,Adrian Lyne,9½ Weeks
816,5.9,Anthony Hemingway,Red Tails
815,5.9,Paul W.S. Anderson,Resident Evil: Afterlife
2740,5.9,John Singleton,Poetic Justice
1607,5.9,Forest Whitaker,Hope Floats
3752,5.9,Eli Roth,Hostel
1200,5.9,Tim Story,Ride Along 2
2808,5.9,Bronwen Hughes,Harriet the Spy
1147,5.9,John Hamburg,Along Came Polly
340,5.9,Joe Johnston,Jurassic Park III
1250,5.9,Steven Quale,Final Destination 5
475,5.9,Simon Wells,The Time Machine
273,5.9,Rob Minkoff,Stuart Little
720,5.9,Tony Scott,Days of Thunder
4218,5.9,Brian Yuzna,Return of the Living Dead III
2522,5.9,Dennie Gordon,Joe Dirt
3041,5.9,Peyton Reed,Bring It On
4216,5.9,Richard LaGravenese,The Last Five Years
2078,5.9,Dennis Dugan,Saving Silverman
4118,5.9,Alex Rivera,Sleep Dealer
1943,5.9,Carter Smith,The Ruins
3081,5.9,Leon Ichaso,Sugar Hill
1805,5.9,E. Elias Merhige,Suspect Zero
4058,5.9,Chris D'Arienzo,Barry Munday
4526,5.9,,Jesse
3868,5.9,Sam Miller,Among Giants
1452,5.9,Chris Carter,The X Files: I Want to Believe
1673,5.9,Jon Avnet,88 Minutes
1388,5.9,Roland Joffé,There Be Dragons
3993,5.9,Benny Boom,Next Day Air
1884,5.9,John Polson,Hide and Seek
3495,5.9,Nicole Holofcener,Friends with Money
546,5.9,Jerry Zucker,First Knight
2829,5.9,Jon Lucas,21 & Over
1025,5.9,James Wong,The One
1971,5.9,Craig R. Baxley,Stone Cold
610,5.9,Adam Shankman,Rock of Ages
901,5.9,Curtis Hanson,Lucky You
122,5.9,Shawn Levy,Night at the Museum: Battle of the Smithsonian
2108,5.9,Clint Eastwood,Firefox
900,5.9,Jonathan Demme,Beloved
892,5.9,John Singleton,Shaft
4616,5.9,John 'Bud' Cardos,Kingdom of the Spiders
1662,5.9,Alister Grierson,Sanctum
2561,5.9,Wayne Beach,Slow Burn
374,5.9,Thor Freudenthal,Percy Jackson: Sea of Monsters
1653,5.9,Martha Coolidge,The Prince and Me
3464,5.9,Shari Springer Berman,The Extra Man
2330,5.9,Mark Rosman,A Cinderella Story
1422,5.9,Gary David Goldberg,Must Love Dogs
3179,5.9,Julio DePietro,The Good Guy
977,5.9,Beeban Kidron,Bridget Jones: The Edge of Reason
975,5.9,Mimi Leder,The Peacemaker
559,5.9,Brian De Palma,Snake Eyes
1430,5.9,Luke Greenfield,Something Borrowed
2930,5.9,Stuart Gordon,Fortress
992,5.9,Rob Reiner,The Story of Us
3983,5.9,Tom McLoughlin,Jason Lives: Friday the 13th Part VI
993,5.9,Andrew Niccol,The Host
4417,5.9,Jeff Burr,From a Whisper to a Scream
1011,5.9,Patrick Read Johnson,Baby's Day Out
429,5.9,Roger Spottiswoode,The 6th Day
2224,5.9,Todd Phillips,School for Scoundrels
1401,5.9,Kevin Rodney Sullivan,Guess Who
2432,5.9,Mike Marvin,The Wraith
2835,5.9,Paul Mazursky,Faithful
2760,5.9,Davis Guggenheim,Gossip
3862,5.9,Renny Harlin,Prison
1646,5.9,Kimberly Peirce,Carrie
631,5.9,Bobby Farrelly,Hall Pass
347,5.9,Chris Columbus,Percy Jackson & the Olympians: The Lightning Thief
667,5.9,David S. Goyer,Blade: Trinity
4038,5.9,Kate Connor,Fort McCoy
3544,5.9,Risa Bramon Garcia,200 Cigarettes
4536,5.9,Maryam Keshavarz,Circumstance
2873,5.9,Michael Ritchie,The Golden Child
636,5.9,Timur Bekmambetov,Abraham Lincoln: Vampire Hunter
2661,5.9,Sean McNamara,Raise Your Voice
3836,5.9,Patrick Stettner,The Night Listener
635,5.9,Jay Roach,Dinner for Schmucks
2200,5.9,Andrew Fleming,Nancy Drew
533,5.9,Martin Campbell,Vertical Limit
1303,5.9,Brian Robbins,A Thousand Words
1967,5.9,Ole Bornedal,The Possession
4046,5.9,Francesca Gregorini,Tanner Hall
4439,5.9,Jeff Wadlow,Cry_Wolf
242,5.9,Jonathan Liebesman,Teenage Mutant Ninja Turtles
971,5.8,Steven Quale,Into the Storm
3186,5.8,Andrew Traucki,The Reef
926,5.8,Steven Brill,Mr. Deeds
4050,5.8,Michael Jai White,Never Back Down 2: The Beatdown
865,5.8,Bobby Farrelly,Stuck on You
1017,5.8,Mark Neveldine,Gamer
1676,5.8,Vincenzo Natali,Splice
2124,5.8,John Duigan,Molly
4639,5.8,Quentin Dupieux,Rubber
1006,5.8,John Stockwell,Into the Blue
